sep=,
Type,Ticket,Symbol,Lots,Buy/sell,Open price,Close price,Open time,Close time,Open date,Close date,Profit,Swap,Commission,Net profit,T/P,S/L,Pips,Result,Trade duration (hours),Magic number,Order comment,Account
Closed position,746357081,USTEC,5,Sell,21337.2,21018.5,2025/02/25 01:34:22,2025/02/25 17:19:29,2025/02/25,2025/02/25,1593.5,0,0,1593.5,21017.88,21466.7,318.7,Win,15.75,2,,deusfund-sqx1
Closed position,747602383,USTEC,8,Buy,21176.6,21101.7,2025/02/25 20:00:57,2025/02/25 22:45:00,2025/02/25,2025/02/25,-599.2,0,0,-599.2,0,19058.14,-74.9,Loss,2.73,5,,deusfund-sqx1
Closed position,748629300,USTEC,8,Buy,21219.7,21260.2,2025/02/26 16:50:16,2025/02/26 19:35:48,2025/02/26,2025/02/26,324,0,0,324,0,19096.82,40.5,Win,2.76,9,,deusfund-sqx1
Closed position,748767585,USTEC,8,Buy,21301.8,21137.5,2025/02/26 18:00:06,2025/02/26 22:45:00,2025/02/26,2025/02/26,-1314.4,0,0,-1314.4,0,19171.27,-164.3,Loss,4.75,5,,deusfund-sqx1
Closed position,749029636,USTEC,8,Buy,21090.5,21132.8,2025/02/26 21:33:20,2025/02/26 22:45:02,2025/02/26,2025/02/26,338.4,0,0,338.4,0,18980,42.3,Win,1.2,9,,deusfund-sqx1
Closed position,750620473,GBPJPY,1,Sell,188.28,188.432,2025/02/28 02:57:09,2025/02/28 07:09:32,2025/02/28,2025/02/28,-101.5,0,-7,-108.5,179.433,190.918,-15.2,Loss,4.21,202501002,,deusfund-sqx2
Closed position,751564772,USTEC,8,Buy,20669.7,20526.1,2025/02/28 17:24:50,2025/02/28 19:49:14,2025/02/28,2025/02/28,-1148.8,0,0,-1148.8,0,18598.5,-143.6,Loss,2.41,5,,deusfund-sqx1
Closed position,751891108,USTEC,8,Buy,20667.6,20696.8,2025/02/28 22:00:38,2025/02/28 22:45:00,2025/02/28,2025/02/28,233.6,0,0,233.6,0,18601.2,29.2,Win,0.74,5,,deusfund-sqx1
Closed position,752141528,BTCUSD,0.8,Buy,87040.1,91116.39,2025/03/02 17:28:52,2025/03/02 19:00:00,2025/03/02,2025/03/02,3261.03,0,0,3261.03,0,85854.89,4076.3,Win,1.52,1001,,deusfund-sqx1
Closed position,752244652,GBPJPY,1,Buy,190.004,189.355,2025/03/03 01:06:40,2025/03/03 05:21:50,2025/03/03,2025/03/03,-431.81,0,-7,-438.81,195.128,189.198,-64.9,Loss,4.25,202501003,,deusfund-sqx2
Closed position,752522591,USTEC,8,Buy,20967.8,20868.6,2025/03/03 08:53:05,2025/03/03 10:25:34,2025/03/03,2025/03/03,-793.6,0,0,-793.6,0,20869.15,-99.2,Loss,1.54,202501009,,deusfund-sqx2
Closed position,752244653,GBPJPY,1,Buy,190.004,188.848,2025/03/03 01:06:40,2025/03/03 10:31:18,2025/03/03,2025/03/03,-770.38,0,-7,-777.38,193.948,188.848,-115.6,Loss,9.41,202501002,,deusfund-sqx2
Closed position,753043587,USTEC,8,Buy,21064.3,20923.2,2025/03/03 16:33:09,2025/03/03 16:40:46,2025/03/03,2025/03/03,-1128.8,0,0,-1128.8,0,20919.89,-141.1,Loss,0.13,202501006,,deusfund-sqx2
Closed position,752770598,USDJPY,1,Buy,150.816,150.083,2025/03/03 12:41:40,2025/03/03 17:38:32,2025/03/03,2025/03/03,-488.4,0,-7,-495.4,153.375,150.089,-73.3,Loss,4.95,202501016,,deusfund-sqx2
Closed position,753167342,XAUUSD,1,Buy,2885.35,2887.99,2025/03/03 17:21:32,2025/03/03 18:00:00,2025/03/03,2025/03/03,264,0,-7,257,2988.99,2873.43,26.4,Win,0.64,202501023,,deusfund-sqx2
Closed position,754240190,XAUUSD,1,Buy,2921.08,2917.99,2025/03/04 11:31:15,2025/03/04 12:00:00,2025/03/04,2025/03/04,-309,0,-7,-316,3183.73,2907.16,-30.9,Loss,0.48,202501027,,deusfund-sqx2
Closed position,754240147,XAUUSD,1,Buy,2921.08,2917.99,2025/03/04 11:31:15,2025/03/04 12:00:00,2025/03/04,2025/03/04,-309,0,-7,-316,3026,2909.15,-30.9,Loss,0.48,1006,,deusfund-sqx1
Closed position,754240145,XAUUSD,1,Buy,2921.08,2917.99,2025/03/04 11:31:15,2025/03/04 12:00:00,2025/03/04,2025/03/04,-309,0,-7,-316,0,2907.25,-30.9,Loss,0.48,1007,,deusfund-sqx1
Closed position,754240202,XAUUSD,1,Buy,2921.08,2917.99,2025/03/04 11:31:15,2025/03/04 12:00:00,2025/03/04,2025/03/04,-309,0,-7,-316,0,2906.25,-30.9,Loss,0.48,202501021,,deusfund-sqx2
Closed position,754425838,XAUUSD,1,Buy,2923.51,2915.9,2025/03/04 14:26:25,2025/03/04 16:19:17,2025/03/04,2025/03/04,-761,0,-7,-768,0,2913.18,-76.1,Loss,1.88,202501026,,deusfund-sqx2
Closed position,754054508,XAUUSD,1,Buy,2896.23,2910.86,2025/03/04 09:27:07,2025/03/04 16:38:05,2025/03/04,2025/03/04,1463,0,-7,1456,0,2885.51,146.3,Win,7.18,202501022,,deusfund-sqx2
Closed position,754240192,XAUUSD,1,Buy,2921.08,2908.6,2025/03/04 11:31:15,2025/03/04 16:43:27,2025/03/04,2025/03/04,-1248,0,-7,-1255,0,2908.69,-124.8,Loss,5.2,202501025,,deusfund-sqx2
Closed position,754972692,USTEC,8,Buy,20281.4,20494.6,2025/03/04 19:11:55,2025/03/04 22:45:00,2025/03/04,2025/03/04,1705.6,0,0,1705.6,0,18253.39,213.2,Win,3.55,5,,deusfund-sqx1
Closed position,755327161,GBPJPY,1,Buy,191.876,191.082,2025/03/05 01:11:44,2025/03/05 15:35:16,2025/03/05,2025/03/05,-532.62,0,-7,-539.62,197.063,191.082,-79.4,Loss,14.39,202501003,,deusfund-sqx2
Closed position,756506616,XAUUSD,1,Buy,2927.79,2923.93,2025/03/05 18:20:43,2025/03/05 19:00:00,2025/03/05,2025/03/05,-386,0,-7,-393,0,2914.22,-38.6,Loss,0.65,1007,,deusfund-sqx1
Closed position,756506657,XAUUSD,1,Buy,2927.79,2923.93,2025/03/05 18:20:43,2025/03/05 19:00:00,2025/03/05,2025/03/05,-386,0,-7,-393,3033.21,2916.25,-38.6,Loss,0.65,1006,,deusfund-sqx1
Closed position,756511373,XAUUSD,1,Buy,2928.89,2917.64,2025/03/05 18:23:54,2025/03/05 19:22:17,2025/03/05,2025/03/05,-1125,0,-7,-1132,0,2917.63,-112.5,Loss,0.97,202501022,,deusfund-sqx2
Closed position,756506621,XAUUSD,1,Buy,2927.79,2916.25,2025/03/05 18:20:43,2025/03/05 19:38:42,2025/03/05,2025/03/05,-1154,0,-7,-1161,3033.21,2916.25,-115.4,Loss,1.3,202501023,,deusfund-sqx2
Closed position,756724634,USTEC,8,Buy,20663.7,20541,2025/03/05 21:14:27,2025/03/05 23:06:13,2025/03/05,2025/03/05,-981.6,0,0,-981.6,0,20546.99,-122.7,Loss,1.86,202501009,,deusfund-sqx2
Closed position,756960036,XAUUSD,1,Buy,2923.84,2916.26,2025/03/06 03:52:04,2025/03/06 07:01:28,2025/03/06,2025/03/06,-758,0,-7,-765,0,2912.22,-75.8,Loss,3.16,202501026,,deusfund-sqx2
Closed position,756878663,GBPJPY,1,Buy,192.065,191.772,2025/03/06 02:01:35,2025/03/06 09:02:28,2025/03/06,2025/03/06,-197.22,0,-7,-204.22,197.252,191.266,-29.3,Loss,7.01,202501003,,deusfund-sqx2
Closed position,755327162,GBPJPY,1,Buy,191.876,190.734,2025/03/05 01:11:44,2025/03/06 11:07:51,2025/03/05,2025/03/06,-772.44,24.95,-7,-754.49,195.832,190.732,-114.2,Loss,33.94,202501002,,deusfund-sqx2
Closed position,759174741,XAUUSD,1,Buy,2925.81,2914.51,2025/03/07 15:37:03,2025/03/07 15:56:15,2025/03/07,2025/03/07,-1130,0,-7,-1137,0,2914.63,-113.0,Loss,0.32,202501026,,deusfund-sqx2
Closed position,759374180,XAUUSD,1,Buy,2930.02,2918.35,2025/03/07 17:01:01,2025/03/07 17:38:18,2025/03/07,2025/03/07,-1167,0,-7,-1174,3035.44,2918.3,-116.7,Loss,0.62,202501023,,deusfund-sqx2
Closed position,759374150,XAUUSD,1,Buy,2930.02,2918.35,2025/03/07 17:01:01,2025/03/07 17:38:18,2025/03/07,2025/03/07,-1167,0,-7,-1174,3035.44,2918.3,-116.7,Loss,0.62,1006,,deusfund-sqx1
Closed position,759374201,XAUUSD,1,Buy,2930.02,2918.07,2025/03/07 17:01:01,2025/03/07 17:38:19,2025/03/07,2025/03/07,-1195,0,-7,-1202,3035.44,2918.16,-119.5,Loss,0.62,202501024,,deusfund-sqx2
Closed position,759374205,XAUUSD,1,Buy,2930.02,2918.07,2025/03/07 17:01:01,2025/03/07 17:38:19,2025/03/07,2025/03/07,-1195,0,-7,-1202,0,2918.15,-119.5,Loss,0.62,202501025,,deusfund-sqx2
Closed position,759374193,XAUUSD,1,Buy,2930.02,2917.68,2025/03/07 17:01:01,2025/03/07 17:38:45,2025/03/07,2025/03/07,-1234,0,-7,-1241,3193.66,2917.63,-123.4,Loss,0.63,202501027,,deusfund-sqx2
Closed position,759374186,XAUUSD,1,Buy,2930.02,2916.9,2025/03/07 17:01:01,2025/03/07 17:41:14,2025/03/07,2025/03/07,-1312,0,-7,-1319,0,2916.92,-131.2,Loss,0.67,1007,,deusfund-sqx1
Closed position,759374209,XAUUSD,1,Buy,2930.02,2916.9,2025/03/07 17:01:01,2025/03/07 17:41:14,2025/03/07,2025/03/07,-1312,0,-7,-1319,0,2916.97,-131.2,Loss,0.67,202501021,,deusfund-sqx2
Closed position,759708791,USTEC,8,Buy,20062.3,20124.6,2025/03/07 20:05:33,2025/03/07 22:45:00,2025/03/07,2025/03/07,498.4,0,0,498.4,0,18055.35,62.3,Win,2.66,5,,deusfund-sqx1
Closed position,762640796,GBPJPY,1,Buy,191.547,190.736,2025/03/11 16:06:04,2025/03/11 17:02:53,2025/03/11,2025/03/11,-549.44,0,-7,-556.44,196.698,190.727,-81.1,Loss,0.95,202501003,,deusfund-sqx2
Closed position,762700710,USTEC,8,Buy,19496.4,19409.5,2025/03/11 16:37:43,2025/03/11 17:03:30,2025/03/11,2025/03/11,-695.2,0,0,-695.2,0,17541.33,-86.9,Loss,0.43,9,,deusfund-sqx1
Closed position,762882379,USTEC,8,Buy,19393.9,19326,2025/03/11 18:07:22,2025/03/11 19:10:24,2025/03/11,2025/03/11,-543.2,0,0,-543.2,0,17448.81,-67.9,Loss,1.05,9,,deusfund-sqx1
Closed position,763103392,USTEC,8,Buy,19438.2,19503.8,2025/03/11 21:10:19,2025/03/11 22:45:00,2025/03/11,2025/03/11,524.8,0,0,524.8,0,17494.35,65.6,Win,1.58,9,,deusfund-sqx1
Closed position,763120066,USTEC,8,Buy,19481.4,19503.8,2025/03/11 21:21:26,2025/03/11 22:45:00,2025/03/11,2025/03/11,179.2,0,0,179.2,0,17533.17,22.4,Win,1.39,5,,deusfund-sqx1
Closed position,763690347,XAUUSD,1,Buy,2922.11,2921.97,2025/03/12 11:59:48,2025/03/12 12:00:05,2025/03/12,2025/03/12,-14,0,-7,-21,0,2910.63,-1.4,Loss,0,202501021,,deusfund-sqx2
Closed position,763895693,BTCUSD,0.8,Buy,84043.8,84045.88,2025/03/12 15:30:03,2025/03/12 16:00:00,2025/03/12,2025/03/12,1.66,0,0,1.66,0,82723.31,2.1,Win,0.5,1001,,deusfund-sqx1
Closed position,763312347,GBPJPY,1,Buy,191.59,192.314,2025/03/12 02:50:54,2025/03/12 16:55:01,2025/03/12,2025/03/12,486.82,0,-7,479.82,196.764,190.791,72.4,Win,14.07,202501003,,deusfund-sqx2
Closed position,763899657,USTEC,8,Buy,19724.2,19582.5,2025/03/12 15:30:06,2025/03/12 16:56:28,2025/03/12,2025/03/12,-1133.6,0,0,-1133.6,0,19584.82,-141.7,Loss,1.44,202501009,,deusfund-sqx2
Closed position,763455426,USDJPY,1,Buy,148.245,148.505,2025/03/12 07:19:54,2025/03/12 17:31:32,2025/03/12,2025/03/12,175.08,0,-7,168.08,150.018,147.625,26.0,Win,10.19,202501017,,deusfund-sqx2
Closed position,764230324,XAUUSD,1,Buy,2925.45,2928.68,2025/03/12 18:09:44,2025/03/12 19:00:00,2025/03/12,2025/03/12,323,0,-7,316,3030.65,2914.85,32.3,Win,0.84,1006,,deusfund-sqx1
Closed position,764230281,XAUUSD,1,Buy,2925.45,2928.69,2025/03/12 18:09:44,2025/03/12 19:00:00,2025/03/12,2025/03/12,324,0,-7,317,3030.65,2914.85,32.4,Win,0.84,202501023,,deusfund-sqx2
Closed position,764314550,XAUUSD,1,Buy,2930.42,2936.26,2025/03/12 19:08:18,2025/03/12 20:00:00,2025/03/12,2025/03/12,584,0,-7,577,3194.29,2917.68,58.4,Win,0.86,202501027,,deusfund-sqx2
Closed position,764314552,XAUUSD,1,Buy,2930.42,2936.25,2025/03/12 19:08:18,2025/03/12 20:00:00,2025/03/12,2025/03/12,583,0,-7,576,0,2916.74,58.3,Win,0.86,1007,,deusfund-sqx1
Closed position,764044698,USTEC,8,Buy,19729.7,19563.1,2025/03/12 16:33:45,2025/03/12 22:45:00,2025/03/12,2025/03/12,-1332.8,0,0,-1332.8,0,19137.42,-166.6,Loss,6.19,202501011,,deusfund-sqx2
Closed position,764045563,USTEC,8,Buy,19734.2,19563.2,2025/03/12 16:34:14,2025/03/12 22:45:00,2025/03/12,2025/03/12,-1368,0,0,-1368,0,17759.51,-171.0,Loss,6.18,9,,deusfund-sqx1
Closed position,764314560,XAUUSD,1,Buy,2930.42,2938.78,2025/03/12 19:08:18,2025/03/13 04:00:00,2025/03/12,2025/03/13,836,-125.46,-7,703.54,0,2919.79,83.6,Win,8.86,202501025,,deusfund-sqx2
Closed position,763269597,USDJPY,1,Buy,147.83,147.963,2025/03/12 01:01:37,2025/03/13 07:17:02,2025/03/12,2025/03/13,89.89,18.54,-7,101.43,149.603,146.646,13.3,Win,30.26,202501019,,deusfund-sqx2
Closed position,763313792,USDJPY,1,Buy,148.036,147.755,2025/03/12 02:54:09,2025/03/13 08:37:40,2025/03/12,2025/03/13,-190.18,18.54,-7,-178.64,150.994,147.202,-28.1,Loss,29.73,202501020,,deusfund-sqx2
Closed position,764234582,XAUUSD,1,Buy,2926.99,2937.64,2025/03/12 18:11:57,2025/03/13 09:06:52,2025/03/12,2025/03/13,1065,-125.46,-7,932.54,0,2916.28,106.5,Win,14.92,202501026,,deusfund-sqx2
Closed position,764315510,XAUUSD,1,Buy,2931.58,2936.69,2025/03/12 19:08:36,2025/03/13 09:08:29,2025/03/12,2025/03/13,511,-125.46,-7,378.54,0,2920.1,51.1,Win,14,202501022,,deusfund-sqx2
Closed position,764314544,XAUUSD,1,Buy,2930.42,2947.69,2025/03/12 19:08:18,2025/03/13 13:00:00,2025/03/12,2025/03/13,1727,-125.46,-7,1594.54,3036.04,2918.93,172.7,Win,17.86,202501024,,deusfund-sqx2
Closed position,765460538,XAUUSD,0.4,Buy,2955.24,2978.1,2025/03/13 17:33:16,2025/03/13 18:56:22,2025/03/13,2025/03/13,914.4,0,-2.8,911.6,2978.07,2946.52,228.6,Win,1.38,6,,deusfund-sqx1
Closed position,763481610,GBPJPY,1,Buy,191.634,190.749,2025/03/12 08:22:00,2025/03/13 20:19:40,2025/03/12,2025/03/13,-600.21,24.48,-7,-582.73,195.581,190.481,-88.5,Loss,35.96,202501002,,deusfund-sqx2
Closed position,765991215,XAUUSD,0.4,Buy,2988.68,2980.77,2025/03/14 04:07:42,2025/03/14 10:24:54,2025/03/14,2025/03/14,-316.4,0,-2.8,-319.2,3012.3,2980.75,-79.1,Loss,6.29,6,,deusfund-sqx1
Closed position,766322084,XAUUSD,0.4,Buy,2992.78,2984.6,2025/03/14 11:28:02,2025/03/14 16:37:09,2025/03/14,2025/03/14,-327.2,0,-2.8,-330.0,3016.21,2984.66,-81.8,Loss,5.15,6,,deusfund-sqx1
Closed position,766930726,USTEC,8,Buy,19616.1,19581.4,2025/03/14 18:18:27,2025/03/14 19:29:00,2025/03/14,2025/03/14,-277.6,0,0,-277.6,0,17652.19,-34.7,Loss,1.18,9,,deusfund-sqx1
Closed position,766895212,USTEC,8,Buy,19570.9,19640.3,2025/03/14 17:59:36,2025/03/14 22:45:00,2025/03/14,2025/03/14,555.2,0,0,555.2,0,17615.03,69.4,Win,4.76,5,,deusfund-sqx1
Closed position,766967259,USTEC,8,Buy,19675.5,19640.1,2025/03/14 18:45:02,2025/03/14 22:45:00,2025/03/14,2025/03/14,-283.2,0,0,-283.2,0,19085.22,-35.4,Loss,4,202501011,,deusfund-sqx2
Closed position,767047844,USTEC,8,Buy,19663.5,19640.3,2025/03/14 19:50:53,2025/03/14 22:45:00,2025/03/14,2025/03/14,-185.6,0,0,-185.6,0,17696.74,-23.2,Loss,2.9,9,,deusfund-sqx1
Closed position,766932161,USTEC,8,Buy,19619,19675.5,2025/03/14 18:19:37,2025/03/14 23:00:00,2025/03/14,2025/03/14,452,0,0,452,0,19495.08,56.5,Win,4.67,202501009,,deusfund-sqx2
Closed position,766912492,BTCUSD,0.8,Buy,84332.1,84489.43,2025/03/14 18:06:22,2025/03/15 07:00:00,2025/03/14,2025/03/15,125.86,-112.28,0,13.58,0,83411.51,157.3,Win,12.89,1001,,deusfund-sqx1
Closed position,767507511,BTCUSD,0.8,Buy,84720.89,84210.31,2025/03/16 19:08:57,2025/03/16 19:10:59,2025/03/16,2025/03/16,-408.46,0,0,-408.46,0,84221.18,-510.6,Loss,0.03,1001,,deusfund-sqx1
Closed position,767206718,USTEC,8,Buy,19690.8,19533,2025/03/14 22:54:30,2025/03/17 02:06:27,2025/03/14,2025/03/17,-1262.4,-79.44,0,-1341.84,0,19534,-157.8,Loss,51.2,202501006,,deusfund-sqx2
Closed position,768339837,XAUUSD,1,Buy,2998.77,2991.32,2025/03/17 13:54:09,2025/03/17 15:12:48,2025/03/17,2025/03/17,-745,0,-7,-752,0,2989.94,-74.5,Loss,1.31,202501026,,deusfund-sqx2
Closed position,768339833,XAUUSD,0.4,Buy,2998.77,2990.54,2025/03/17 13:54:09,2025/03/17 15:14:30,2025/03/17,2025/03/17,-329.2,0,-2.8,-332.0,3022.28,2990.73,-82.3,Loss,1.34,6,,deusfund-sqx1
Closed position,768891672,USTEC,8,Buy,19894.1,19893.5,2025/03/17 21:26:35,2025/03/17 22:10:10,2025/03/17,2025/03/17,-4.8,0,0,-4.8,0,19770.74,-0.6,Loss,0.73,202501004,,deusfund-sqx2
Closed position,768895081,USTEC,8,Buy,19905.35,19893.55,2025/03/17 21:31:21,2025/03/17 22:45:00,2025/03/17,2025/03/17,-94.4,0,0,-94.4,0,19753.09,-11.8,Loss,1.23,7,,deusfund-sqx1
Closed position,768905138,USTEC,8,Buy,19926.15,19893.55,2025/03/17 21:47:05,2025/03/17 22:45:00,2025/03/17,2025/03/17,-260.8,0,0,-260.8,0,17933.18,-32.6,Loss,0.97,9,,deusfund-sqx1
Closed position,768906309,USTEC,8,Buy,19932.4,19783.35,2025/03/17 21:48:26,2025/03/17 23:01:46,2025/03/17,2025/03/17,-1192.4,0,0,-1192.4,0,19783.51,-149.0,Loss,1.22,202501007,,deusfund-sqx2
Closed position,768891590,USTEC,8,Buy,19890.3,19783.15,2025/03/17 21:26:27,2025/03/17 23:01:52,2025/03/17,2025/03/17,-857.2,0,0,-857.2,0,19782.98,-107.2,Loss,1.59,202501009,,deusfund-sqx2
Closed position,768880273,USTEC,8,Buy,19850.7,19756.65,2025/03/17 21:13:05,2025/03/18 04:31:38,2025/03/17,2025/03/18,-752.4,-25.04,0,-777.44,20147.24,19756.76,-94.0,Loss,7.31,202501005,,deusfund-sqx2
Closed position,768905096,USTEC,8,Buy,19924.95,19753.45,2025/03/17 21:47:02,2025/03/18 04:31:50,2025/03/17,2025/03/18,-1372,-25.04,0,-1397.04,0,19753.16,-171.5,Loss,6.75,202501008,,deusfund-sqx2
Closed position,769083523,XAUUSD,1,Buy,3005.07,3005.68,2025/03/18 04:28:16,2025/03/18 05:00:00,2025/03/18,2025/03/18,61,0,-7,54,0,2993.31,6.1,Win,0.53,1007,,deusfund-sqx1
Closed position,769083581,XAUUSD,1,Buy,3005.07,3005.79,2025/03/18 04:28:16,2025/03/18 05:00:01,2025/03/18,2025/03/18,72,0,-7,65,0,2994.43,7.2,Win,0.53,202501021,,deusfund-sqx2
Closed position,768858921,XAUUSD,0.4,Buy,2999.08,3022.57,2025/03/17 20:47:27,2025/03/18 11:23:58,2025/03/17,2025/03/18,939.6,-16.73,-2.8,920.07,3022.57,2991.02,234.9,Win,14.61,6,,deusfund-sqx1
Closed position,769083593,XAUUSD,1,Buy,3005.07,3026.91,2025/03/18 04:28:16,2025/03/18 12:00:06,2025/03/18,2025/03/18,2184,0,-7,2177,3275.42,2995.4,218.4,Win,7.53,202501027,,deusfund-sqx2
Closed position,767922433,GBPJPY,1,Buy,192.601,194.053,2025/03/17 07:05:20,2025/03/18 16:40:23,2025/03/17,2025/03/18,969.6,8.11,-7,970.71,197.793,191.793,145.2,Win,33.58,202501003,,deusfund-sqx2
Closed position,769035794,USTEC,5,Sell,19792.3,19493.45,2025/03/18 03:08:26,2025/03/18 16:44:33,2025/03/18,2025/03/18,1494.25,0,0,1494.25,19494.53,19954.4,298.8,Win,13.6,2,,deusfund-sqx1
Closed position,769064870,USTEC,5,Sell,19776.4,19476.85,2025/03/18 04:01:14,2025/03/18 16:45:03,2025/03/18,2025/03/18,1497.75,0,0,1497.75,19479.82,19931.51,299.6,Win,12.73,2,,deusfund-sqx1
Closed position,769482972,USTEC,5,Sell,19744.8,19447.45,2025/03/18 13:05:28,2025/03/18 16:57:37,2025/03/18,2025/03/18,1486.75,0,0,1486.75,19449.22,19890.53,297.4,Win,3.87,2,,deusfund-sqx1
Closed position,769083546,XAUUSD,1,Buy,3005.07,3032.91,2025/03/18 04:28:16,2025/03/18 17:00:00,2025/03/18,2025/03/18,2784,0,-7,2777,3113.15,2995.12,278.4,Win,12.53,202501023,,deusfund-sqx2
Closed position,769083538,XAUUSD,1,Buy,3005.07,3028.06,2025/03/18 04:28:16,2025/03/18 18:00:00,2025/03/18,2025/03/18,2299,0,-7,2292,3113.15,2995.12,229.9,Win,13.53,1006,,deusfund-sqx1
Closed position,768988159,USDJPY,1,Buy,149.217,149.281,2025/03/18 01:01:08,2025/03/18 20:06:06,2025/03/18,2025/03/18,42.87,0,-7,35.87,150.993,148.77,6.4,Win,19.08,202501017,,deusfund-sqx2
Closed position,769083600,XAUUSD,1,Buy,3005.07,3032.65,2025/03/18 04:28:16,2025/03/18 21:00:00,2025/03/18,2025/03/18,2758,0,-7,2751,0,2995.45,275.8,Win,16.53,202501025,,deusfund-sqx2
Closed position,767929781,USDJPY,1,Buy,148.972,149.201,2025/03/17 07:09:30,2025/03/18 21:01:39,2025/03/17,2025/03/18,153.48,6.14,-7,152.62,150.76,147.78,22.9,Win,37.87,202501019,,deusfund-sqx2
Closed position,769083521,XAUUSD,1,Buy,3005.07,3036.1,2025/03/18 04:28:16,2025/03/19 07:00:00,2025/03/18,2025/03/19,3103,-41.82,-7,3054.18,3113.15,2995.12,310.3,Win,26.53,202501024,,deusfund-sqx2
Closed position,769100961,XAUUSD,1,Buy,3005.97,3035.69,2025/03/18 04:56:40,2025/03/19 09:20:46,2025/03/18,2025/03/19,2972,-41.82,-7,2923.18,0,2997.06,297.2,Win,28.4,202501022,,deusfund-sqx2
Closed position,770499326,USDJPY,1,Buy,149.847,149.463,2025/03/19 09:18:10,2025/03/19 10:01:41,2025/03/19,2025/03/19,-256.92,0,-7,-263.92,151.639,149.467,-38.4,Loss,0.73,202501017,,deusfund-sqx2
Closed position,769998558,XAUUSD,0.4,Buy,3034.4,3026.23,2025/03/18 19:20:50,2025/03/19 11:58:47,2025/03/18,2025/03/19,-326.8,-16.73,-2.8,-346.33,3057.78,3026.23,-81.7,Loss,16.63,6,,deusfund-sqx1
Closed position,771014947,USTEC,5,Buy,19627.1,19630.55,2025/03/19 16:57:01,2025/03/19 20:06:01,2025/03/19,2025/03/19,17.25,0,0,17.25,19724.11,19527.85,3.4,Win,3.15,1,,deusfund-sqx1
Closed position,771151372,USTEC,8,Buy,19710.15,19619.25,2025/03/19 18:53:05,2025/03/19 20:08:12,2025/03/19,2025/03/19,-727.2,0,0,-727.2,0,19620.69,-90.9,Loss,1.25,202501009,,deusfund-sqx2
Closed position,770940689,BTCUSD,0.8,Buy,84280.67,83565.83,2025/03/19 16:17:43,2025/03/19 21:07:00,2025/03/19,2025/03/19,-571.87,0,0,-571.87,0,83588.69,-714.8,Loss,4.82,1001,,deusfund-sqx1
Closed position,768988162,USDJPY,1,Buy,149.217,149.083,2025/03/18 01:01:08,2025/03/19 21:38:03,2025/03/18,2025/03/19,-89.88,6.14,-7,-90.74,152.187,148.617,-13.4,Loss,44.62,202501020,,deusfund-sqx2
Closed position,768988163,USDJPY,1,Buy,149.217,148.864,2025/03/18 01:01:08,2025/03/19 21:42:02,2025/03/18,2025/03/19,-237.13,6.14,-7,-237.99,151.739,148.642,-35.3,Loss,44.68,202501016,,deusfund-sqx2
Closed position,771275578,USTEC,8,Buy,19652.65,19777.55,2025/03/19 21:00:11,2025/03/19 22:26:13,2025/03/19,2025/03/19,999.2,0,0,999.2,0,17687.53,124.9,Win,1.43,9,,deusfund-sqx1
Closed position,771421594,USTEC,8,Buy,19866.95,19771.75,2025/03/19 22:05:48,2025/03/19 22:27:01,2025/03/19,2025/03/19,-761.6,0,0,-761.6,0,19269.67,-95.2,Loss,0.35,202501011,,deusfund-sqx2
Closed position,771360339,XAUUSD,1,Buy,3045.44,3047.75,2025/03/19 21:37:05,2025/03/19 23:00:00,2025/03/19,2025/03/19,231,0,-7,224,3155.06,3035.92,23.1,Win,1.38,202501023,,deusfund-sqx2
Closed position,771360394,XAUUSD,1,Buy,3045.44,3047.75,2025/03/19 21:37:05,2025/03/19 23:00:01,2025/03/19,2025/03/19,231,0,-7,224,3155.06,3035.92,23.1,Win,1.38,1006,,deusfund-sqx1
Closed position,771360391,XAUUSD,1,Buy,3045.44,3047.26,2025/03/19 21:37:05,2025/03/20 01:02:17,2025/03/19,2025/03/20,182,-133.98,-7,41.02,0,3034.67,18.2,Win,3.42,1007,,deusfund-sqx1
Closed position,771724492,USTEC,8,Buy,19861.85,19823.8,2025/03/20 06:02:49,2025/03/20 11:00:00,2025/03/20,2025/03/20,-304.4,0,0,-304.4,0,19774.74,-38.0,Loss,4.95,202501009,,deusfund-sqx2
Closed position,771358284,XAUUSD,0.4,Buy,3044.69,3036.1,2025/03/19 21:36:33,2025/03/20 13:08:39,2025/03/19,2025/03/20,-343.6,-53.59,-2.8,-399.99,3068,3036.45,-85.9,Loss,15.54,6,,deusfund-sqx1
Closed position,771360362,XAUUSD,1,Buy,3045.44,3035.15,2025/03/19 21:37:05,2025/03/20 13:10:38,2025/03/19,2025/03/20,-1029,-133.98,-7,-1169.98,3319.51,3035.3,-102.9,Loss,15.56,202501027,,deusfund-sqx2
Closed position,772292245,USTEC,5,Sell,19568.15,19716.35,2025/03/20 16:29:00,2025/03/20 16:59:45,2025/03/20,2025/03/20,-741,0,0,-741,19274.79,19715.64,-148.2,Loss,0.51,2,,deusfund-sqx1
Closed position,772085948,USTEC,5,Sell,19582.2,19727.65,2025/03/20 13:18:25,2025/03/20 17:00:08,2025/03/20,2025/03/20,-727.25,0,0,-727.25,19291.51,19727.35,-145.4,Loss,3.7,2,,deusfund-sqx1
